name,utilisation,date_authorisation,composition,group_generic
"VALPROATE DE SODIUM EG L.P. 500 mg, comprimé pelliculé sécable à libération prolongée ","Classe pharmacothérapeutique : ANTIEPILEPTIQUE, code ATC : N03AG01. VALPROATE DE SODIUM EG appartient à une famille de médicaments appelés antiépileptiques. Ce médicament est utilisé pour le traitement des différentes formes d’épilepsie chez l’adulte et l’enfant âgé de plus de 6 ans et pesant plus de 17 kg.",10/08/2005,['valproate de sodium'],"VALPROATE DE SODIUM 500 mg - DEPAKINE CHRONO 500 mg, comprimé pelliculé sécable à libération prolongée."
"VALPROATE DE SODIUM BIOGARAN L.P. 500 mg, comprimé pelliculé sécable à libération prolongée ","Classe pharmacothérapeutique : antiépileptiques, code ATC : N03AG01. Le valproate de sodium appartient à une famille de médicaments appelés antiépileptiques. Ce médicament est utilisé pour le traitement des différentes formes d’épilepsie chez l’adulte et l’enfant âgé de plus de 6 ans et pesant plus de 17 kg.",10/08/2005,['valproate de sodium'],"VALPROATE DE SODIUM 500 mg - DEPAKINE CHRONO 500 mg, comprimé pelliculé sécable à libération prolongée."
"VALPROATE DE SODIUM ARROW L.P. 500 mg, comprimé pelliculé sécable à libération prolongée ",Classe pharmacothérapeutique : antiépileptique - code ATC : N03AG01. VALPROATE DE SODIUM ARROW L.P. appartient à une famille de médicaments appelés antiépileptiques. Ce médicament est utilisé pour le traitement des différentes formes d’épilepsie chez l’adulte et l’enfant âgé de plus de 6 ans et pesant plus de 17 kg.,10/01/2006,['valproate de sodium'],"VALPROATE DE SODIUM 500 mg - DEPAKINE CHRONO 500 mg, comprimé pelliculé sécable à libération prolongée."
"VALPROATE DE SODIUM ARROW 200 mg/mL, solution buvable ","Classe pharmacothérapeutique : antiépileptique – code ATC : N03AG01 VALPROATE DE SODIUM ARROW appartient à une famille de médicaments appelés antiépileptiques. Ce médicament est utilisé pour le traitement des différentes formes d’épilepsie chez l’adulte et l’enfant. Chez l’enfant, il est également utilisé pour le traitement préventif des convulsions liées à la fièvre.",28/01/2011,['valproate de sodium'],"VALPROATE DE SODIUM 200 mg/ml - DEPAKINE 200 mg/ml, solution buvable"
"VALPROATE DE SODIUM AGUETTANT 400 mg/4 ml, solution injectable ","Classe pharmacothérapeutique : Antiépileptique - code ATC : N03AG01 Ce médicament est indiqué dans le traitement de divers types de convulsions, en relais de la forme orale lorsque celle-ci est temporairement inutilisable.",08/03/2007,['valproate de sodium'],
"VALIUM 10 mg/2 ml, solution injectable ","Classe pharmacothérapeutique : ANXIOLYTIQUE - code ATC : N05BA01 (N : système nerveux central) Ce médicament appartient à la classe des benzodiazépines. Ce médicament est préconisé dans les situations suivantes: Ce médicament peut être utilisé chez l'enfant et le nourrisson, par voie rectale, dans le traitement des convulsions dues à une forte fièvre.",22/10/1986,['diazépam'],"DIAZEPAM 10 mg/2 mL - VALIUM ROCHE 10 mg/2 ml, solution injectable"
"VALIUM 10 mg, comprimé sécable ","Classe pharmacothérapeutique ANXIOLYTIQUE - code ATC : N05BA01 (N: système nerveux central). Ce médicament appartient à la classe des benzodiazépines. Ce médicament est préconisé dans le traitement de l'anxiété lorsque celle-ci s'accompagne de troubles gênants, ou en prévention et/ou traitement des manifestations liées à un sevrage alcoolique.",22/10/1986,['diazépam'],"DIAZEPAM 10 mg -VALIUM ROCHE 10 mg, comprimé sécable."
"VALIUM 1 POUR CENT, solution buvable en gouttes ","Classe pharmacothérapeutique : ANXIOLYTIQUE - code ATC : N05BA01 (N : système nerveux central) Ce médicament appartient à la classe des benzodiazépines. Ce médicament est préconisé dans le traitement de l'anxiété lorsque celle-ci s'accompagne de troubles gênants, ou en prévention et/ou traitement des manifestations liées à un sevrage alcoolique. Il peut être prescrit chez votre enfant (moins de 5 ans) en prévention des récidives des convulsions liées à la fièvre, dans certaines conditions.",26/09/1988,['diazépam'],
"VALGANCICLOVIR ZENTIVA 450 mg, comprimé pelliculé ","Classe pharmacothérapeutique : antiviraux pour usage systémique, inhibiteurs nucléotides et nucléosides, inhibiteurs de la transcriptase inverse exclus, code ATC: J05AB14 VALGANCICLOVIR ZENTIVA appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l'organisme en ganciclovir. Le ganciclovir empêche la multiplication d'un virus appelé cytomégalovirus (CMV) et l'invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients. VALGANCICLOVIR ZENTIVA est utilisé :",28/09/2016,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR VIATRIS 450 mg, comprimé pelliculé ","VALGANCICLOVIR VIATRIS contient la substance active valganciclovir (sous forme de chlorhydrate de valganciclovir). VALGANCICLOVIR VIATRIS appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l’organisme en ganciclovir. Le ganciclovir empêche la multiplication d’un virus appelé cytomégalovirus (CMV) et l’invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients.",28/05/2015,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR TEVA 450 mg, comprimé pelliculé ","Classe pharmacothérapeutique : antiviraux à usage systémique, nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus – code ATC : J05AB14 VALGANCICLOVIR TEVA appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l'organisme en ganciclovir. Le ganciclovir empêche la multiplication d'un virus appelé cytomégalovirus (CMV) et l'invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients. VALGANCICLOVIR TEVA est utilisé :",31/08/2016,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR SANDOZ 450 mg, comprimé pelliculé ","VALGANCICLOVIR SANDOZ appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l’organisme en ganciclovir. Le ganciclovir empêche la multiplication d’un virus appelé cytomégalovirus (CMV) et l’invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients. VALGANCICLOVIR SANDOZ est utilisé :",20/06/2016,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR EG 450 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : J05AB14 VALGANCICLOVIR EG appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l’organisme en ganciclovir. Le ganciclovir empêche la multiplication d’un virus appelé cytomégalovirus (CMV) et l’invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients.",31/08/2016,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR CRISTERS 450 mg, comprimé pelliculé ",,20/06/2016,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR BIOGARAN 450 mg, comprimé pelliculé ","VALGANCICLOVIR BIOGARAN appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l’organisme en ganciclovir. Le ganciclovir empêche la multiplication d’un virus appelé cytomégalovirus (CMV) et l’invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients. VALGANCICLOVIR BIOGARAN est utilisé :",21/03/2017,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR ARROW 450 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : J05AB14. VALGANCICLOVIR ARROW appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l’organisme en ganciclovir. Le ganciclovir empêche la multiplication d’un virus appelé cytomégalovirus (CMV) et l’invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients.",26/08/2016,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALGANCICLOVIR ACCORD 450 mg, comprimé pelliculé ","VALGANCICLOVIR ACCORD appartient à un groupe de médicaments qui agissent directement pour empêcher la multiplication des virus. La substance active des comprimés, le valganciclovir, est transformée dans l’organisme en ganciclovir. Le ganciclovir empêche la multiplication d’un virus appelé cytomégalovirus (CMV) et l’invasion des cellules saines par celui-ci. Chez les patients dont le système immunitaire est affaibli, le CMV peut provoquer une infection des organes. Celle-ci peut mettre en danger la vie des patients. VALGANCICLOVIR ACCORD est utilisé :",28/09/2016,['valganciclovir'],"VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé"
"VALERIANA OFFICINALIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH ",,19/09/2013,['valeriana officinalis pour préparations homéopathiques'],
"VALERIANA OFFICINALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH ",,19/09/2013,['valeriana officinalis pour préparations homéopathiques'],
"VALERIANA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH ",,20/09/2013,['valeriana officinalis pour préparations homéopathiques'],
"VALEFLOR, granules ","Médicament homéopathique traditionnellement utilisé chez l’adulte et l’enfant à partir de 6 ans pour soulager la tension nerveuse légère (stress, anxiété mineure et agitation) et les troubles mineurs du sommeil.",03/04/2023,"[""avena sativa (partie aérienne fleurie d'), teinture de"", 'coffea tosta, décocté pour préparations homéopathiques', 'humulus lupulus pour préparations homéopathiques', 'passiflora incarnata pour préparations homéopathiques', 'valeriana officinalis, décocté pour préparations homéopathiques']",
"VALDOXAN 25 mg, comprimé pelliculé ",,19/02/2009,['agomélatine'],"AGOMELATINE 25 mg - AGOMELATINE ACIDE CITRIQUE (CO-CRISTAL D') équivalant à AGOMELATINE 25 mg - AGOMELATINE UREE (CO-CRISTAL D') équivalant à AGOMELATINE 25 mg - VALDOXAN 25 mg, comprimé pelliculé"
"VALACICLOVIR ZYDUS 500 mg, comprimé pelliculé ","ANTIVIRAL À USAGE SYSTEMIQUE. Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, Code ATC : J05AB11. VALACICLOVIR ZYDUS appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR ZYDUS peut être utilisé pour :",23/09/2010,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR ZENTIVA 500 mg, comprimé pelliculé ","Antiviral à usage systémique. Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, Code ATC : J05AB11. VALACICLOVIR ZENTIVA appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR ZENTIVA peut être utilisé pour :",01/09/2008,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR VIATRIS 500 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus -code ATC : J05AB11. ANTIVIRAL A USAGE SYSTEMIQUE VALACICLOVIR VIATRIS 500 mg, comprimé pelliculé appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpès simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR VIATRIS 500 mg, comprimé pelliculé peut être utilisé pour :",05/10/2009,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR TEVA 500 mg, comprimé pelliculé sécable ","Classe pharmacothérapeutique - Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, code ATC : J05AB11 . VALACICLOVIR TEVA appartient à la famille des médicaments appelés antiviraux. Son mécanisme d’action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR TEVA peut être utilisé pour :",27/05/2008,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR SANDOZ 500 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : ANTIVIRAL A USAGE SYSTEMIQUE - J05AB11. VALACICLOVIR SANDOZ appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR SANDOZ peut être utilisé pour :",04/03/2008,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR MYLAN 500 mg, comprimé pelliculé ",,28/11/2018,['valaciclovir'],
"VALACICLOVIR LBR 500 mg, comprimé pelliculé ","Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, code ATC : J05AB11. VALACICLOVIR LBR appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR LBR peut être utilisé pour :  Vous devez vous adresser à votre médecin si vous ne ressentez aucune amélioration ou si vous vous sentez moins bien après la prise de ce médicament.",02/09/2009,['valaciclovir'],
"VALACICLOVIR EVOLUGEN 500 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : J05AB11. VALACICLOVIR EVOLUGEN appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR EVOLUGEN peut être utilisé pour :",17/07/2009,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR EG 500 mg, comprimé pelliculé ","ANTIVIRAL A USAGE SYSTEMIQUE. Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, Code ATC : J05AB11. VALACICLOVIR EG appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR EG peut être utilisé pour :",26/05/2009,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR CRISTERS PHARMA 500 mg, comprimé pelliculé sécable ","Antiviral à usage systémique. Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, code ATC : J05AB11 VALACICLOVIR CRISTERS PHARMA appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR CRISTERS PHARMA peut être utilisé pour :",09/07/2009,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR CRISTERS 500 mg, comprimé pelliculé ","VALACICLOVIR CRISTERS 500 mg, comprimé pelliculé appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpès simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR CRISTERS 500 mg, comprimé pelliculé peut être utilisé pour : Il est également utilisé pour aider à prévenir toute récurrence de ces infections,",27/05/2009,['valaciclovir'],
"VALACICLOVIR BLUEFISH 500 mg, comprimé pelliculé ","Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, code ATC : J05AB11. Antiviral à usage systémique. VALACICLOVIR BLUEFISH appartient à la famille des médicaments appelés antiviraux. Son mécanisme d’action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR BLUEFISH peut être utilisé pour : Il est également utilisé pour aider à prévenir toute récurrence de ces infections,",20/10/2009,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR BIOGARAN 500 mg, comprimé pelliculé ","Antiviral à usage systémique. Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, Code ATC : J05AB11.",31/07/2008,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR ARROW 500 mg, comprimé pelliculé sécable ","Classe pharmacothérapeutique : nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus - code ATC : J05AB11. VALACICLOVIR ARROW appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpès simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR ARROW peut être utilisé pour :",21/05/2014,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR ALTER 500 mg, comprimé pelliculé ","Antiviral à usage systémique. Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, Code ATC : J05AB11. VALACICLOVIR ALTER appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpès simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR ALTER peut être utilisé pour :",04/03/2008,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VALACICLOVIR ALMUS 500 mg, comprimé pelliculé sécable ","Antiviral à usage systémique. Classe pharmacothérapeutique : Nucléosides et nucléotides, inhibiteurs de la transcriptase inverse exclus, - code ATC : J05AB11 VALACICLOVIR ALMUS appartient à la famille des médicaments appelés antiviraux. Son mécanisme d'action consiste à détruire ou arrêter la croissance des virus appelés Herpes simplex (HSV), Varicelle-Zona (VZV) et Cytomégalovirus (CMV). VALACICLOVIR ALMUS peut être utilisé pour :",02/11/2009,['valaciclovir'],"VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé"
"VAGIRUX 10 microgrammes, comprimé vaginal ","Classe pharmacothérapeutique : Estrogènes naturels et hémisynthétiques non associés - code ATC : G03CA03. VAGIRUX contient de l’estradiol. VAGIRUX appartient à un groupe de médicaments appelés Traitements Hormonaux Substitutifs (THS) vaginaux. VAGIRUX est utilisé dans le but de soulager les symptômes vaginaux de la ménopause, tels que la sécheresse ou l’irritation vaginale. En termes médicaux, ces troubles portent le nom de « vaginite atrophique ». Ils sont provoqués par la baisse du taux d’estrogènes dans votre corps. Celle-ci se produit naturellement après la ménopause. VAGIRUX agit en remplaçant l’estrogène qui est normalement produit par les ovaires des femmes. Il s’insère dans le vagin afin que l’hormone soit libérée là où elle est nécessaire. Cela peut soulager la gêne vaginale.",23/07/2020,['estradiol'],"ESTRADIOL HEMIHYDRATE équivalant à ESTRADIOL 10 microgrammes - VAGIFEM 10 microgrammes, comprimé vaginal"
"VACCINOTOXINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH ",,08/03/2021,['vaccinotoxinum pour préparations homéopathiques'],
"VACCIN RABIQUE PASTEUR, poudre et solvant pour suspension injectable. Vaccin rabique, inactivé ",VACCIN RABIQUE PASTEUR est un vaccin rabique indiqué pour la prophylaxie pré-exposition et post-exposition au virus de la rage pour tous les groupes d'âge. VACCIN RABIQUE PASTEUR doit être utilisé sur la base des recommandations officielles.,13/04/1988,"['virus de la rage, souche Wistar Rabies PM/WI 38-1503-3M inactivé', 'Pas de substance active.']",
"VACCIN BCG AJVaccines, poudre et solvant pour suspension injectable ",Classe pharmacothérapeutique - code ATC : J07AN01 VACCIN BCG AJVaccines contient des bacilles du type Mycobacterium bovis et est utilisé pour protéger contre la tuberculose.,15/06/2004,"['BCG (bacilles de Calmette-Guérin), Mycobactérium bovis, souche danoise 1331, vivante atténuée', 'Pas de substance active.']",
"VABYSMO 120 mg/mL, solution injectable ",,15/09/2022,['faricimab'],
"VABOREM 1 g/1 g, poudre pour solution à diluer pour perfusion ",,20/11/2018,"['méropénem', 'vaborbactam']",
"VABLYS 10 mg, comprimé vaginal ","Classe pharmacothérapeutique : Anti-infectieux et antiseptiques à usage gynécologique, dérivés de la quinoléine - code ATC : G01AC05 Le chlorure de déqualinium est actif contre les bactéries responsables d’infection vaginale (vaginose) bactérienne. Vablys est utilisé dans le traitement de la vaginose bactérienne. Il est introduit dans le vagin pour agir au niveau du site infectieux.",08/02/2018,['chlorure de déqualinium'],
"V.A.B. BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH ",,05/03/2020,['V.A.B. pour préparations homéopathiques'],
"V.A.B LEHNING, degré de dilution compris entre 5CH et 30CH ou entre 9DH et 60DH ",,12/06/2019,['V.A.B. pour préparations homéopathiques'],
"TADALAFIL LILLY 10 mg, comprimé pelliculé ",,22/03/2017,['tadalafil'],"TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé"
"TADALAFIL KRKA 5 mg, comprimé pelliculé sécable ","Classe pharmacothérapeutique : Urologiques, médicaments utilisés dans la dysfonction érectile -code ATC : G04BE08. TADALAFIL KRKA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. TADALAFIL KRKA 5 mg, comprimé pelliculé sécable est indiqué chez l’homme adulte ayant :",11/07/2017,['tadalafil'],"TADALAFIL 5 mg - CIALIS 5 mg, comprimé pelliculé"
"TADALAFIL KRKA 20 mg, comprimé pelliculé sécable ","Classe pharmacothérapeutique : Urologiques, médicaments utilisés dans la dysfonction érectile -code ATC : G04BE08. TADALAFIL KRKA 20 mg, comprimé pelliculé sécable est un traitement pour les hommes adultes souffrant de dysfonction érectile , c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que le tadalafil améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL KRKA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL KRKA agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. Le tadalafil ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL KRKA n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",11/07/2017,['tadalafil'],"TADALAFIL 20 mg - CIALIS 20 mg, comprimé pelliculé"
"TADALAFIL KRKA 10 mg, comprimé pelliculé ","Classe pharmacothérapeutique : Urologiques, médicaments utilisés dans la dysfonction érectile -code ATC : G04BE08. TADALAFIL KRKA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. TADALAFIL KRKA 10 mg, comprimé pelliculé est un traitement pour les hommes adultes souffrant de dysfonction érectile, c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que le tadalafil améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. A la suite d’une stimulation sexuelle, TADALAFIL KRKA agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. Le tadalafil ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL KRKA n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",11/07/2017,['tadalafil'],"TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé"
"TADALAFIL EVOLUGEN PHARMA 5 mg, comprimé pelliculé ","TADALAFIL EVOLUGEN PHARMA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. TADALAFIL EVOLUGEN PHARMA 5 mg est indiqué chez l’homme adulte ayant :",06/02/2023,['tadalafil'],"TADALAFIL 5 mg - CIALIS 5 mg, comprimé pelliculé"
"TADALAFIL EVOLUGEN PHARMA 20 mg, comprimé pelliculé ","TADALAFIL EVOLUGEN PHARMA est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL EVOLUGEN PHARMA améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL EVOLUGEN PHARMA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL EVOLUGEN PHARMA agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EVOLUGEN PHARMA ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL EVOLUGEN PHARMA n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",06/02/2023,['tadalafil'],"TADALAFIL 20 mg - CIALIS 20 mg, comprimé pelliculé"
